comment,ai_labelled,emoji_present,hindi_pct
Abe Pahila Yeh Bol Ki Bacche kitne hai face_with_tears_of_joy face_with_tears_of_joy Aur Vo Pakka Tere Hi Hai Na face_with_tears_of_joy face_with_tears_of_joy Halala ki Najayaz Aulad face_with_tears_of_joy,sarcastic,yes,28.24
sudhanshu ke samne iski avaj bhi nhi niklegi,sarcastic,no,88.24
saram karo sir ap jab muh kholego jahar ugolge,sarcastic,no,94.12
. Aapke knowledge par mut diya ggyya sir rolling_on_the_floor_laughing check_mark_button,non-sarcastic,no,36.67
Aaj ka aya politics me bol Raha bichara face_with_tears_of_joy,non-sarcastic,yes,26.09
nai bhi apni aulado se bolunga..1947 me bharat k do tukde kisne kiye the .. nuslim league k 100% vote,non-sarcastic,no,61.11
Chal beee face_with_tears_of_joy face_with_tears_of_joy gand jali,non-sarcastic,yes,26.67
zor se bolo akru bakru ki ....mc ....... grinning_squinting_face,non-sarcastic,yes,16.13
Bhai maa baap change kr le face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic,yes,11.11
Five star cross_mark Mountain dew cross_mark Desi Daru check_mark_button,sarcastic,yes,0.0
Abe tu Khush ho Yana hoo us se hamare Kya public Ku wo insan pasan Hai sab mile dekhne aye toh tere kaiku jalre re tere Beti Ku dera Kya munawar Ku face_with_tears_of_joy I'm very happy,non-sarcastic,yes,74.63
Always wear a belt face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,yes,0.0
aabee sale tere jesa kush log ki karon aabhishek hara har bat pe hindu muslim,sarcastic,no,96.0
Bahan ke loade apne man bahan kar bacche enraged_face enraged_face enraged_face fire fire triangular_flag triangular_flag triangular_flag enraged_face,non-sarcastic,no,27.91
Kuch mat kro dar k agey jeet hai face_with_tears_of_joy face_with_tears_of_joy,sarcastic,yes,35.29
theek bro karle kabja employees ki jarurat hai,non-sarcastic,no,78.57
tumhara campaign ek art performance lagta hai,sarcastic,no,70.0
hya baicha no. pn viral kra,non-sarcastic,no,54.55
He even dosent know who is German shepherd but still destroying his propaganda skull skull,non-sarcastic,no,0.0
Mcc teri bhenki chut sale enraged_face enraged_face enraged_face enraged_face enraged_face,non-sarcastic,no,22.86
bas ek bar zindagi nai esa safar karne ka nauka nil jaye dhanya hoo jauga thumbs_up,sarcastic,no,82.14
okay theek hai chal ja narr pehle jake jaldi se teri aullad se hi mathura aurr kashi ka uddghatan karwaenge teri nurrat pei dhookwake,sarcastic,no,94.0
The temple is around 1500 years old and the muslim religion is....1300 years old slightly_smiling_face slightly_smiling_face slightly_smiling_face,sarcastic,yes,0.0
This is not islam I don't know why he is saying these this .maybe its edit or i don't know but this is not islam enraged_face,non-sarcastic,no,0.0
maga tumhaaree maa ko bhejo kisee bildara ke saamane vaalaa vhidio kisne banaayaa?,sarcastic,no,96.55
sarkar tu modi ki hi na.,non-sarcastic,no,77.78
That lady is really calm. I would have killed them for doing this. Those are my colours man.,non-sarcastic,no,0.0
basa hindoo muslima ke alaavaa beejepee ke paasa hai kyaa,sarcastic,no,95.24
godi media ko nahin naloom hai ki sarkar bani hai rahul gandhi ki,sarcastic,no,77.27
mentos + mountain dew + 5stars= dar ki mkc,sarcastic,no,13.33
Fate huye kondam ka natija face_with_tears_of_joy face_with_tears_of_joy,sarcastic,yes,23.33
hahaha matlab ap log chutiya ban gai achha laga sun k,sarcastic,no,88.24
Ye toh hona hi tha face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic,yes,11.29
Abe saalo bol bhi kiske samne raho ho google ko bhi nai pata jo wo pata h sudhanshu ji ko face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic,yes,42.86
rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing वाह क्या सोच हैं रे 'तेरी,non-sarcastic,no,7.55
hindu nam rakhne se kuch nhi hota ye bhi namta begam ki jese hi hai,non-sarcastic,no,95.83
han ab jeet gya na munawar to sbke aag laggyi,non-sarcastic,no,100.0
मंदिर बनेगा अयोध्या कि माटी पर भगवा लहराएगा बाबर की छाती पर जय श्री राम triangular_flag triangular_flag triangular_flag smiling_face_with_heart-eyes smiling_face_with_heart-eyes,non-sarcastic,yes,20.0
kaha ho aab dekho eenki kartute,sarcastic,no,100.0
gk kam hai tera face_with_tears_of_joy .. bhai ab tution dedo bechare ko face_with_tears_of_joy,sarcastic,yes,36.59
nehru ji ch**ya tha ... aaur ab log usi ch***ye ke par pote ko jeetana chahate h person_facepalming,sarcastic,no,61.54
aayodhya wali ki jagah bhi hadap le maja ayega gar tutne ka bada dukh tha jab pura jaye tab pata chale,sarcastic,no,100.0
kash uss rat iske bap ne bhi condom pehen liya hota,sarcastic,no,90.0
ooncle be like mere ko 18 sal ka targurba ha,sarcastic,no,50.0
babari ki bahar na babar dikh raha hai na babri,non-sarcastic,no,93.75
Baik rider cross_mark chutiya rider check_mark_button,sarcastic,yes,18.75
kuchh karne ka nahin darne ka nahin,non-sarcastic,no,100.0
lagataa hain inke janekaa vakta najadeeka aagayaa hain...,sarcastic,no,85.0
"Terrorism has no religion. It has a book. An instruction manual. A guide. Imagine a world without this book, then the world would be more beautiful. There will be no hatred, jihad, stonings, beheadings and everyone will be free from fear&terror. #Islamophobia #IslamIsTheProblem",non-sarcastic,no,0.0
"arrey bhai kinko smja rhhe ho ,, jinhe yh ni pta k sex biwi k sath krte h na ki ma aur behen k sath unko itna gyan kaha se hazam hoga bhai raising_hands",sarcastic,no,89.66
Are ik month to hone do check_mark_button,non-sarcastic,no,38.46
Dusman sirif border ke us par nhi hai jay shree Ram red_heart triangular_flag,non-sarcastic,no,45.45
teri aulad or aulad ki aulad milke kuch ni ukhad sakoge,non-sarcastic,no,100.0
hijade he jinhone hindu hoke bhi muslim wala kam kiya he enraged_face,non-sarcastic,no,73.91
kuch bhi bolte hai ye news wale,non-sarcastic,no,90.91
eet's like modi ke har success ke waqt godhra kand yad dilate ho kya ??,sarcastic,no,65.38
great job aaaj tak ....ye news pe dikhaiye....plzzz ...vot me gadbad kisne ki samjh ayega pure desh ko enraged_face enraged_face enraged_face,sarcastic,no,41.38
tab tak toh pta nahi tuma kaha hoge or tumhaaree oolad kaha hogi,non-sarcastic,no,100.0
"sir, burnol ke liye paise hai? fund raise toh nhi karna padega?",sarcastic,no,60.87
tmc mtlb teri ma ki c.................,sarcastic,no,17.86
ees tarha to har jati ka apna savindhan bana chahiye,non-sarcastic,no,83.33
nai ne soni thi.8500 july ki 1 tarik se shuru hoga,non-sarcastic,no,72.22
crying_face crying_face crying_face crying_face crying_face crying_face crying_face clapping_hands clapping_hands clapping_hands,non-sarcastic,yes,0.0
kejriwa bakd is a pig_face pig,non-sarcastic,no,38.46
Wakf board should be saked like artical 370,non-sarcastic,no,25.0
kyun Teri gyi thi kya poori face_with_tears_of_joy,sarcastic,yes,50.0
Jashi tula kon ijjt det nai tashich tyalapan kon nai denar face_with_tears_of_joy,non-sarcastic,yes,63.33
dhruv never supported khalistani..dhang se dekha kro uski videos,non-sarcastic,no,42.86
badhwi hai ye isliye khilaf jitne karwai ki jaye hone chaiye ghatiya mansikta hai in logo ki or ha isko iske bap ka he pata nhi hoga kon hai,sarcastic,no,100.0
"taaee striyaansaathee bolane atishaya sundara goshta aahe. parantu tyaa saathee shree raamaansaathee ase laanchanaaspada shabda vaaparane konatyaacha drrishtikonaatoona yogya naahee. aani tumhaalaa jara itihaasaabaddala bolanyaachee evadheecha aavada asela tara itihaasa shikoona yaa aadhee aani maga bolaa aani ho tyaannaa poorna hindoo samaaja / sanaatana dharma shree raama ase sanbodhato tyaamule svatahchee bhaashaa sudhaaroona ghyaa. svatah hindoo asoona jara tumheecha shree raamaanvara ase bolata asaala tara baaki loka tara kaayacha bolata asateela. jyaannaa aadarsha maanoona chatrapatee shivaajee mahaaraaja mothe jhaale tumhee tyaa shree raamaanbaddala ase bolata aahaata. uddesha phakta ekacha itihaasa maahita nasela tara tyaabaddala boloo naye,aani bolaayacha asela tara itihaasa jaanoona ghyaavaa. jaya shree raama triangular_flag",non-sarcastic,no,19.27
kaangresa mukta bhaarata ko.dha mukta bhaarata ( yahaa.n maine ko.dha ko.dha kee beemaaree ke lie naheen likhaa hai),sarcastic,no,84.44
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,yes,0.0
Jai shree Ram smiling_face_with_heart-eyes smiling_face_with_heart-eyes smiling_face_with_heart-eyes,non-sarcastic,yes,11.43
heart_suit Jay trident_emblem shree heart_suit ram heart_suit trident_emblem,non-sarcastic,no,8.33
Tu pn Khale Ch astil Na बोररर कि शामबोर,non-sarcastic,no,72.22
bantee babalee dhara kee maa kee ______ skull skull skull skull skull,non-sarcastic,no,52.17
baba ji ka ghanta le lo ghanta,sarcastic,no,100.0
face_with_symbols_on_mouth face_with_symbols_on_mouth face_with_symbols_on_mouth face_with_symbols_on_mouth face_with_symbols_on_mouth smiling_face_with_sunglasses smiling_face_with_sunglasses,non-sarcastic,yes,0.0
Lagta hai train mein jo uncle juice bechate the mountain dew ki botal mein daru bech Di galti se,non-sarcastic,no,71.43
Whare is german shepherd puppies face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,yes,0.0
bc isme kaha se a gaya hum log eendian nahi hai kya ?,non-sarcastic,no,94.74
hilaa punyaa madhye budhavaara petheta basavaa dhandaa karaayalaa,non-sarcastic,no,82.61
Ye sab lalci log hai face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic,yes,8.06
hindustan me ho itana hi kafi he ap logo ke liye,non-sarcastic,no,81.25
shaayada ina loga teevee dekhate naheen hai kaangresa paartee haara gaee hai beejepee jeeta gaee hai 8500 ko bhoola jaao face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic,yes,53.33
eetna to ladke bhi ni karte hai,non-sarcastic,no,100.0
face_with_tears_of_joy ghoo pile_of_poo tatti ka Abu hai Delhi ka thug Beechara pagal hogaya hai Corruption karne waale ko bhi bacha Raha hai German cockroach,non-sarcastic,yes,52.73
aaao gajar muli ki tarah katenge jarurat pari to....,sarcastic,no,80.95
Chutiya banaya tumko face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic,yes,19.51
eendia eendia eendia eendia eendia eendia eendia eendia eendia eendia eendia eendia eendia,non-sarcastic,no,0.0
Theri makeyy chidii loudeyy leyy balll loudaa therimaa fuck... Kalithanii enraged_face enraged_face enraged_face enraged_face check_mark_button cross_mark crying_face,non-sarcastic,yes,11.48
Khata Khat khata khat chutiya bana diya clown_face rolling_on_the_floor_laughing,sarcastic,no,51.61
face_with_tears_of_joy auqaat dikhaaraha hai smj skta hu,non-sarcastic,yes,54.17
sushmaa raanddeechee tujhyaa bhokaata jhaandoo baama laaoona ghaatalaa naa maga kalela,sarcastic,no,100.0
Jai shree ram red_heart red_heart red_heart red_heart,non-sarcastic,no,22.22
Do nothing + dar ki ma ki chuth + cameraman never dies... Perfect package sparkles,sarcastic,no,27.27
aaur hindu bhi bolate rahenge lutero ki tumane kis tarahha se nawjad sisuo ko bhale par lataya tha. kis tarah se chote chote bachho ke dill nikal ke unsi mao ke muh me this diya hai. kis tarah se nawjad sisuo ke mao ke sthan katea diye ye bi batayenge in lutero ko bhagao is desh se.,non-sarcastic,no,95.88
Jai shree ram folded_hands folded_hands red_heart red_heart,non-sarcastic,no,13.64
Gravity ki ga****nd mar Li clapping_hands crying_face,sarcastic,yes,19.05
kaba rote rahoge gha.diyaalee aansoo| sookhe hue pe.don men phala naheen lagate|,non-sarcastic,no,81.82
"vision se bhare speeches, actions missing",sarcastic,no,40.0
paisa batne ka wada sir inhi se kiya h rahul ne,non-sarcastic,no,82.35
Lody ko batcha leya uncal ny unamused_face face_with_tears_of_joy,non-sarcastic,yes,30.77
desh ki ma chod ne wali godi media dalal,sarcastic,no,92.86
field visit ya photoshoot?,sarcastic,no,14.29
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,yes,0.0
aaisi chapri biker ko ek bar bhari sadak ke joot marne ki khwahish hai life me ek bar,sarcastic,yes,82.14
Bhashavar lagam Lava crying_face crying_face crying_face crying_face crying_face crying_face,non-sarcastic,yes,5.26
raama raama baaee tumhaalaa dekheela ... sanskaara raising_hands,non-sarcastic,no,73.91
Behen piche bacha cuth Gaya tha grinning_face_with_sweat,non-sarcastic,yes,50.0
haathee chale bajaara kutte bhuke hajaara,sarcastic,no,93.33
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_open_mouth face_with_open_mouth face_with_open_mouth smiling_face_with_heart-eyes smiling_face_with_heart-eyes smiling_face_with_heart-eyes,non-sarcastic,yes,0.0
Ae mullli chup baith face_with_tears_of_joy face_with_tears_of_joy,sarcastic,yes,22.58
Newton be like: Hum to chutiya h grinning_face_with_sweat face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,yes,11.11
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy fuddu banda,sarcastic,yes,5.17
Dhruve rathee ke kitne bap backhand_index_pointing_right,sarcastic,no,47.37
Inspired by Indian TV serials face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic,yes,0.0
Tu thodha sa bhn ka loda kya? face_with_tears_of_joy,non-sarcastic,yes,50.0
Camera man be like - yeh sab baccho k liye hai face_with_tears_of_joy,sarcastic,yes,40.74
eka laaphaa maara diyaa to ghooma kara gira jaayegee|,non-sarcastic,no,95.0
sbb pura duniya me bheek mangege rolling_on_the_floor_laughing,non-sarcastic,no,42.86
rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,yes,0.0
kuchh logo ki wajah se puri up ko gali pad rahi hai crying_face,non-sarcastic,yes,77.27
galatee deedee kee naheen hai galatee meree hai jo mainne instaagraama daaunaloda kiyaa crying_face,non-sarcastic,yes,84.85
aare modi ke dalle gaand jalni chaiye,sarcastic,no,90.91
Dar ki man ki chut check_mark_button face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,yes,11.11
Pappu ne lalipop de diya rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,sarcastic,yes,2.15
bahuta jhootha bolataa hai ye jhoothaa dog,non-sarcastic,no,93.75
mujhe to milaa aura mere pa.dosee ko nahee face_with_open_mouth red_heart,non-sarcastic,yes,56.0
jor se poetry lagi hai.,sarcastic,no,71.43
laavadyaa random dilyaa pana kachaa kacha shivyaa dilyaa naa too aataa tujhyaa gaandeechaa gudagaava karanaara polisa face_with_tears_of_joy,non-sarcastic,yes,75.47
भाग गए फटाफट फटाफट फटाफट face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,yes,4.35
Lakh da pta nhi fuddu bnaya saareya nu rolling_on_the_floor_laughing rolling_on_the_floor_laughing,non-sarcastic,no,44.44
5 star + dew = depression skull skull,sarcastic,no,0.0
Bhai ya jaan chod ne nhi aaya kya 2-3 din se face_with_tears_of_joy face_with_tears_of_joy,sarcastic,yes,39.02
wish her dad wore a condom that's night enraged_face,sarcastic,no,0.0
eendia chunotiyo se nhi guzar rha hai grinning_face_with_sweat,non-sarcastic,yes,54.17
Inko to thenga thumbs_up milega ...or do Congress ko vote enraged_face enraged_face,sarcastic,no,26.67
bhai full to bakchodi chalu hogaye h,sarcastic,no,84.62
clapping_hands clapping_hands clapping_hands clapping_hands clapping_hands clapping_hands clapping_hands clapping_hands clapping_hands clapping_hands clapping_hands,non-sarcastic,no,0.0
lo char ma behen ki galiyan mang raha tha,sarcastic,no,83.33
har har nodi ghar ghar nodi ji flexed_biceps,non-sarcastic,no,64.71
Daar ki maa ki ch***t rolling_on_the_floor_laughing check_mark_button moai skull,non-sarcastic,no,25.0
तुलाच फटक्यात पाय घालायचं होत आता बस बोंबलत face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,yes,37.5
proud sanatani moment ... sparkles tulip,non-sarcastic,no,0.0
Jay shree Ram triangular_flag triangular_flag triangular_flag sign_of_the_horns sign_of_the_horns sign_of_the_horns,non-sarcastic,no,8.11
But still its benefits gos to Indian government,sarcastic,no,0.0
now ee will see what can you do modi ji eendia eendia eendia,sarcastic,no,50.0
fire fire up gorakhpur se hu kattar hindu,non-sarcastic,no,50.0
eka thappa.da kaaphee hai hada men aa jaayengee,non-sarcastic,no,94.44
Tera Bhai Chachera bhai tujhe pelega snake face_with_tears_of_joy,non-sarcastic,yes,52.0
nountain dew like dar ki maa ki ch*t skull moai,non-sarcastic,no,37.5
ye jayda din ka mehman nhi h,sarcastic,no,80.0
sudhir chaudhary in aj tak.... ong,sarcastic,no,13.33
bhai me jhansi up se hun lekin mere yaha se bjp jeeti hai check_mark_button red_heart triangular_flag,non-sarcastic,no,54.55
@Neha yaar tujhe DM ka reply karne mein Olympics chal rahe hain kya? BC medal pakka jeetegi tu!🏅,sarcastic,yes,69.7
yaa naalaayaka baaee che videos kaa baghatoya sarvajana,sarcastic,no,78.95
Salta firta Google hai bhai fire fire fire fire,non-sarcastic,no,54.55
khali baslele aiknare lok guuu khatata enraged_face,non-sarcastic,no,63.16
Oo Bhai iska Allah kha h waa bhnchod such m salo Allah ki den oo face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,yes,43.48
rolling_on_the_floor_laughing rolling_on_the_floor_laughing keh ke leli (ispe bolne ki aukaat nhi German ki ),sarcastic,no,39.47
Jai shree ram folded_hands triangular_flag triangular_flag triangular_flag,non-sarcastic,no,20.0
mujhe laga sab bhool gaye honge #sentee,sarcastic,no,100.0
Demerit of Newton law face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,yes,0.0
Film ke scene ki yaad dila Di grinning_face_with_sweat,sarcastic,yes,35.0
aare bhai pn hua.. kya pm hota tab dena,sarcastic,no,70.59
"tujhyaa gaan evadhee kaa khaaja hotee asaa vhidio banavaayachee , tujhyaa baapaane kelaa hotaa kaa asaa kantenta tulaa tara haanalaa paahije , ithe prakarana kaaya jhaalaya aani tulaa kide aaleta angaata",sarcastic,no,97.44
Dhruv one video >>> this guys whole career face_with_tears_of_joy face_with_tears_of_joy fire,sarcastic,yes,0.0
Gravity gye maa.. chuddana cross_mark check_mark_button,sarcastic,yes,33.33
esne to sath nibhana sathiya bhi fel kar diya,non-sarcastic,no,100.0
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy clapping_hands clapping_hands clapping_hands,non-sarcastic,yes,0.0
naja arha hai krne me new_moon_face full_moon_face,non-sarcastic,no,44.44
Mountain dew cross_mark Desi daru check_mark_button,non-sarcastic,yes,12.5
Le moot Diya Tere German shepherd pe skull rolling_on_the_floor_laughing,sarcastic,no,26.09
Bhai sch me hi kalyug chlra hn check_mark_button shrm bech di katayi confused_face Jay shre ram folded_hands triangular_flag,non-sarcastic,no,53.49
Hiche kiti thoke ahet baghare......mahnunch vichartat tula sarkha,non-sarcastic,no,77.78
shi hai jiska nuksan hota h pta usew chlta h bht khoob clapping_hands,non-sarcastic,no,73.08
rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,non-sarcastic,no,0.0
or gandu ku faltu my pagl ho rhy ho kon laa lluiula h vo,non-sarcastic,no,90.48
Kasm se bolna to nhi chahta lekin agar ye mil Jay to iske Eiffel tower dal du me wo bhi bina helmet ke,sarcastic,no,87.5
"yaanchaa vhideeo baghoona maaya baapaachyaa tondaachaa udaalelaa ranga face_with_rolling_eyes face_with_rolling_eyes ,, anaitika sambandhachee paidaasa thumbs_up",non-sarcastic,yes,62.07
Heart touching video cross_mark land touching video check_mark_button,non-sarcastic,yes,0.0
ye sali ki ma ne jaroor muh kala kiya hoga,sarcastic,no,100.0
aaaj awaz nahin uthaoge darte rahoge to fir darte rah jaoge feer yah todte rah jaenge ham log ko,non-sarcastic,no,100.0
bhai tumko 1000sq feet ka jamin chlega khalistan ke liye to lelo bhai lekin ye sb band kro folded_hands,non-sarcastic,no,63.16
jb inko inki pushton ka nhi pata to property ka kaise pata.. aur ye to ram mandir ko bhi babri masjid bata rahe they .. lakin jb ram mandir k chinile to kuch tha nhi bolne k liye aur har bhi gaye... aact hatna chahiye,non-sarcastic,no,78.48
proud to be sanatan dharma triangular_flag,non-sarcastic,no,0.0
dekh be german shephard brain wash ki dukan !!!!,sarcastic,no,47.06
bimal plus montendew dar ki ma ki chut,non-sarcastic,no,50.0
jay sri ram folded_hands folded_hands triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag dhruv rathi cross_mark gand me lathi check_mark,non-sarcastic,yes,1.78
Bike crash cross_mark pick up crash check_mark_button,non-sarcastic,yes,0.0
Every Hindu should be oppose this and put on your story for awareness,non-sarcastic,no,0.0
itanaa jhud mat bolo dhruv.. folded_hands_light_skin_tone,non-sarcastic,no,37.5
Muslim mahila ke sath moye moye hua face_with_hand_over_mouth face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,yes,16.92
"Sab bol rahe hain weather kitna pleasant hai, main akela hoon jo garmi mein melt ho raha hoon kya? 🥵☀️ #FeelingHot",sarcastic,yes,65.79
Hello... please share the modi ji education certificate in your reel. I am tired of listening to chaiwala chaiwala to our respected PM. It is very easily available on the internet.,sarcastic,no,2.22
hey bro. Hum traditionalist Hindus ke group me aaja....we are aware of all this. We are not andhbhakts of any party,non-sarcastic,no,25.0
Acha ek bat notice ki special dhrm vale log jyda hai bheed face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy pappu k bhakt pappu,sarcastic,yes,20.99
waqt ko hatao desh ko bachao check_mark_button triangular_flag,sarcastic,no,52.38
Jay Shree ram ram red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart,non-sarcastic,no,9.76
Dono ko patak ke usi masjid me molvi se cudwa duga kali bakri face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic,yes,32.31
Ghar bhago fhata fhat fhata fhat face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,yes,38.89
Fuck thia act and nehru family,non-sarcastic,no,0.0
Pool Khol diya rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,non-sarcastic,no,8.89
bharat ne sab bodar pe sab ek sath pisab karde to sale sab dub jaga,sarcastic,no,84.0
Mountain dew डर की chu* skull,sarcastic,no,22.22
Shikari kya Hota hai face_with_tears_of_joy fire,non-sarcastic,yes,36.84
rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,non-sarcastic,no,0.0
eensta aur media walo ki galti hai..... ek simple sarcastic video pakad kar galat insan ke nam se chala diya......,non-sarcastic,no,57.5
gravity left the chat!! btw kidney touching video loudly_crying_face,sarcastic,yes,0.0
maga tujhyaa gaandeelaa kelan kaa bhadkhau too yeda bhokaachyaa chakkyaa,sarcastic,no,100.0
godi media ko kuchh kam nahin hai kya chutiya ho pure din bhaava-bhaava karti rahti hai,sarcastic,no,90.32
Arey o bewaqufu Congress pore india me aye to dete bole the p.m banne k bad PM hi nhi bane to dega na woh pagal kahin ke.,sarcastic,no,86.05
moai skull fire check_mark_button rolling_on_the_floor_laughing cross_mark cross_mark_button face_with_tears_of_joy,non-sarcastic,yes,5.0
rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing moai moai skull skull skull fire fire,non-sarcastic,no,4.04
kaun hai ye zaleel insan?,sarcastic,no,87.5
Bike is looking back to the other car face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy bhai you are wrong not the car,sarcastic,yes,4.0
"raandachee, aaee jhavaadee , maadarchota aahe hee baaee , hichyaa aaeelaa pana aphajala khaana jhaoona gelaaya , mhanoona hee aataa asa bolate",non-sarcastic,no,88.89
kisi din bharat me dikhe to ma chod dunga enraged_face,sarcastic,no,61.9
As a muslim I'm saying this.....give all hate to this person rather than hating our religion plz!! sneezing_face pleading_face,non-sarcastic,no,0.0
navaraa sodoona tu kitee janan bagheetale,non-sarcastic,no,78.57
dhruv rathi ticket karale bhai germany ka,non-sarcastic,no,38.46
rahul ka ghanta hilav paisa milega enraged_face enraged_face enraged_face,sarcastic,no,34.62
Chapri rider ki maki chut fire fire fire,non-sarcastic,no,45.45
aaaj hi dho n hi khud ka nam hindu hijda rakh liya hai asa b kya hua prty hari hai tumra gza nhi. khush rho,sarcastic,no,97.62
hee tichyaa bhaashanaatoona daakhavate kee maraathee maanoosa kitee moorkha aahe aataa taree jaage vhaa ashaa umedavaaraannaa matadaana karoo nakaa,non-sarcastic,no,100.0
aaap ne bheanchod di bhaiya jii,non-sarcastic,no,69.23
15 lakh be a gye news wale bhai,sarcastic,no,83.33
Jula rat ko hi hilta hai ya din me bhi face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,yes,28.26
ek bat suno bap ko nt bhulo,non-sarcastic,no,90.91
Finally south moive ko takkr dene wali mil gyi face_with_rolling_eyes,sarcastic,yes,47.62
nulla cross_mark_button bhncod nulla moai moai,non-sarcastic,yes,37.5
"Bijli ka bill dekha 💡, ab toh candle se kaam chalega, f#k this!",sarcastic,yes,43.48
"तुम्हे कुछ नही कह सकते भाई ,,,,,,,,बोले भी क्या face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy",non-sarcastic,yes,0.0
een chapri ke wajah se bike hi nahi deta crying_face,non-sarcastic,yes,52.94
yeh planning toh 5 saal pehle hi kar leni chahiye thi,sarcastic,no,88.89
