comment,human_labelled,ai_labelled,emoji_present,hindi_pct
Sala hamesha galat admi se sawal karta hai tatti face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic,sarcastic,yes,26.67
face_with_tears_of_joy bhen ki laudi abu ka le ke pagla gai hai face_with_tears_of_joy,sarcastic,sarcastic,yes,37.14
ye sonia ji ki bahu hai,non_sarcastic,sarcastic,no,87.5
person_in_lotus_position person_in_lotus_position person_in_lotus_position person_in_lotus_position person_in_lotus_position person_in_lotus_position,non-sarcastic,sarcastic,no,0.0
tu tar punyaachyaa budhavaara petheta janma ghetalaa,non-sarcastic,sarcastic,no,75.0
Congress varuwa hai sala face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic,sarcastic,yes,10.53
Record cold_face tod denge smiling_face_with_horns world fire ka puri jaghe face_screaming_in_fear apna flexed_biceps_dark_skin_tone hoga kabza collision,sarcastic,sarcastic,yes,26.42
neetron.. taj nahal se mera purana nata hai.. nein apne grahako ko sirf taj nahal chai pilata …,sarcastic,sarcastic,no,61.76
aho taaee aahaata mantraalaya banavaava laagela na,non-sarcastic,sarcastic,no,77.78
gandhi ki pehchan hai ye musle,sarcastic,sarcastic,no,80.0
yanha bhi pelege vanhaa bhee pelenge bol rahi hai bol rahi hai mtlb samajh rahe ho n,sarcastic,sarcastic,no,93.55
gandi ladki. aabhi to tum 18 ki bhi nahi hui thik se !,sarcastic,sarcastic,no,86.36
आई बापाने जर व्हिडिओ बघितला असेल तर लय मारलं असल राव face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,sarcastic,yes,15.38
bade bhai tak ko gali de rahi bhai kese sah liya mai hota vahi pe iski gadi ki ma chod deta,sarcastic,sarcastic,no,100.0
Yahkaam bad mille Kat sakte h crying_face crying_face crying_face crying_face crying_face face_with_tears_of_joy,non-sarcastic,sarcastic,yes,21.74
eendia eendia eendia eendia eendia eendia check_mark_button check_mark_button check_mark_button check_mark_button,non-sarcastic,sarcastic,no,0.0
berojagaaree kyon ba.dee huee he ye bhee to bolo,sarcastic,sarcastic,no,94.44
gao bhasa nahi bhikhari pahle a gaye,sarcastic,sarcastic,no,100.0
Kisne Bola Tha Fir Pehle Mu Se Hagne... Content content ke Naam pe these so called content creator... Can go to any extent... To grab views n Followers.... Without understanding the gravity of the situation.... Now Face The Consequences...,non-sarcastic,sarcastic,no,22.39
Script pdne wala German Shepherd person_walking ram ram ram,non-sarcastic,sarcastic,no,12.5
400 par phir badal denge face_with_tears_of_joy,sarcastic,sarcastic,yes,36.84
camera man never dies skull skull,sarcastic,sarcastic,no,0.0
bahot hi …,non_sarcastic,sarcastic,no,75.0
Khangress ko vote ballot_box_with_ballot do face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic,sarcastic,yes,2.17
jo bholenaatha jee kaa apamaana kara raheen vo saalee janataa kee kyaa kaaka izzata karegee enraged_face enraged_face enraged_face enraged_face,non-sarcastic,sarcastic,no,61.54
Bro started rapping in politics face_with_tears_of_joy,non-sarcastic,sarcastic,yes,0.0
wha bhi wha modi aur yogi adani k bare me kuch bolna ch tumri g__ ma dum nahi hai esi liya hindu aur nuslim karta ho thu hai ap jisa newa walo pe thu hai tera jisa admi pa kyu tujha gn___ ma dard hora thu,sarcastic,sarcastic,no,89.33
Khalistan is not good for Hindustani face_holding_back_tears pleading_face,non-sarcastic,non-sarcastic,no,0.0
aab ki bar modi sarkar babri majjid k sath bolo jai shree ram fire,sarcastic,sarcastic,no,70.83
ha hai iske kamine pan ki bhi,sarcastic,sarcastic,no,90.0
press note detailed tha,non_sarcastic,non-sarcastic,no,25.0
If bhenchod had a face clown_face,sarcastic,sarcastic,no,0.0
ही बुधवार पेटेतली आहे किती जणांना वाटते ते लाईक करां face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,sarcastic,yes,6.17
Dar ki maa face_with_tears_of_joy bhut moai,non-sarcastic,sarcastic,yes,44.44
Chocolate nahi cross_mark khabees ka check_mark_button,non-sarcastic,sarcastic,yes,33.33
jai shree ram triangular_flag triangular_flag triangular_flag,non-sarcastic,non-sarcastic,no,26.67
ese eendia me dafnane ke liye bhi jagah mat dena modiji en jaisonke liye ho pakistan banaya he dakel do vaha enhe bhi bharm ke nam par bane the na do mulkh fir vaise hi hona chahiye hundred_points hundred_points hundred_points,sarcastic,sarcastic,no,81.43
hindustani hai tabhi tujhe haraya hai moai moai moai moai moai moai,non-sarcastic,sarcastic,no,87.5
yedzavhni ahe hi aani tyat uddhav ne ghetle shivsenet,non-sarcastic,sarcastic,no,56.52
Ek public mai chaanta dhar do yahi mar jayegi. face_with_tears_of_joy,non-sarcastic,sarcastic,yes,50.0
project ka goal clearly stated tha,non_sarcastic,sarcastic,no,33.33
La*d pe c*nd0m pe sahi chiz chada di face_with_tears_of_joy,non-sarcastic,sarcastic,yes,37.93
Pappu ne aap sabko popat bnaya face_with_tears_of_joy,non-sarcastic,sarcastic,yes,41.67
jaya shree raama triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag,non-sarcastic,non-sarcastic,no,10.0
Heart touching cross_mark kidney touching check_mark_button,non-sarcastic,sarcastic,yes,0.0
Dhruv Rathee ki muh me Loda fas gaya ab face_with_tears_of_joy,sarcastic,sarcastic,yes,38.46
Bahuth gyan peldiye jake hallalla karlo o yi sahi he thurlmare liye face_with_tears_of_joy face_with_tears_of_joy,sarcastic,sarcastic,yes,47.83
"Secularism??? At this point secularism = being anti hindu in india, its a shame",non_sarcastic,sarcastic,no,0.0
social media updates timely the,non_sarcastic,non-sarcastic,no,0.0
eenko dekhte hi man mein se eetni bat kahane ko man hota hai magar bol nahin sakte,non-sarcastic,sarcastic,no,100.0
Masjid banate time ny dekha tha kya face_with_tears_of_joy,sarcastic,sarcastic,yes,42.86
Nikal face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,sarcastic,yes,0.0
government kha bni congress ki government bnti to garebo ko milta,sarcastic,sarcastic,no,72.22
jb paise nhi milenge inhe tb bhi akal nhi ayegi ki congress ne hamesha desh ko barbad kiya h or age bhi krti rahengi,non-sarcastic,sarcastic,no,93.33
nountain dew dar ki ma ki c*ut fire,non-sarcastic,sarcastic,no,46.15
Tu kashala ashe yz chale karto mg face_with_tears_of_joy,non-sarcastic,sarcastic,yes,52.17
darr kya hota h ... moai,non-sarcastic,sarcastic,no,58.33
Waaahhhh reee kyaa soch h re teri face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic,sarcastic,yes,20.41
"They are against the india because the india didn’t give them nothing and especially they give us the 1984 blue star operation and divided our whole panjab in himachal , haryana , west pakistan, north Rajasthan , jammu kashmir, and they all of indians are thinking we are fool . Because they forget about the what guru gobind singh had done for the india but we are not understanding , they are thinking that khalistanis are mad ,foolish and terrorist , we are not terrorists we are just explaining that we want khalistan and our all rights that we snatched by govt. from us and if they will don’t do this then we will do only",non-sarcastic,non-sarcastic,no,0.0
soo bro don't be cross our limit,non-sarcastic,non-sarcastic,no,11.11
jao ram ko lagaye hum unko nhi layege,sarcastic,sarcastic,no,100.0
behn ki londi ko koi vote na de,sarcastic,sarcastic,no,72.73
Sala koi v bike leke aajkal blogger bana jata he face_with_tears_of_joy face_with_tears_of_joy Chapri Chutiya Biker,sarcastic,sarcastic,yes,35.56
Ek Gudiya hi to thi!! person_shrugging_light_skin_tone,non-sarcastic,sarcastic,no,31.58
jhavaade kaaya laayakee ye bhenchoda tujhee chinnaala randyaa baryaa tujhyaa samora aaeeghaale dhandyaa vara basaayachyaa laayakee chee thevaayacha naahee tulaa samora aalyaavara tujhyaa puchchee ta aamachyaa maraathyaachaa bullaaghaaloona tujhee puchchee soloona jhavalee paahije jhavaade raamaachaa naava nako gheoo ulata karoo karoo jhavala tulaa chinnaala face_with_symbols_on_mouth raising_hands,sarcastic,sarcastic,yes,91.89
Manu Banya rolling_on_the_floor_laughing enn logo kaa vote bhee wast hoo gaya kharab hoo Gaya face_with_tears_of_joy face_with_tears_of_joy,sarcastic,sarcastic,yes,38.89
sbse bada atankwadi yeh sudhir chaudhary h jo logo k deemag me tank fila rahh nafrt dalkr,non-sarcastic,sarcastic,no,57.58
buddha mansik roop se sathiya gaya hai skull,non-sarcastic,sarcastic,no,64.29
enraged_face enraged_face enraged_face enraged_face enraged_face enraged_face,non-sarcastic,sarcastic,no,0.0
Wo elbish chutiya jeet gya tha to kaha tha ye aur jab khattar saab bhi us chutiye ke meetup me aake usko support kr rhe the face_with_tears_of_joy,sarcastic,sarcastic,yes,66.67
jiske sath uthna sona khana pine jati hai nich soch bhari iske dimag me converted hai yeh nam na dekho kam bata rha hai ki kaha se he yeh,non-sarcastic,sarcastic,no,95.45
"Gravity guy MAA Cho,***da ne rolling_on_the_floor_laughing check_mark_button",non-sarcastic,sarcastic,no,17.86
Instagram ko to chain se jine do face_with_tears_of_joy,non-sarcastic,sarcastic,yes,31.58
Lund par jhula khelte khelte mar gaya face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,sarcastic,yes,34.29
chal nikal aapne aallah pathar ko lekar,sarcastic,sarcastic,no,100.0
"Traffic mein 2 ghante phasa, ab toh car mein hi ghar basa lunga, madarchod! 🚗",sarcastic,sarcastic,yes,70.83
rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,non-sarcastic,non-sarcastic,no,0.0
Rap to tera high class tha bhai ab ekdum se middle class ban gaya… Enjoy the meheman nawaji by Police now…,sarcastic,sarcastic,no,41.94
jhande lehrane se kaam nahi hote,sarcastic,sarcastic,no,100.0
every ground visit comes with drone shots,sarcastic,sarcastic,no,0.0
dar ki ma ki ch*t check_mark_button,sarcastic,sarcastic,no,30.77
Ye to thuk lga kr hi p..... Diye sir aapne to face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy dhurv jhati kaha chatne chla gya dikh nhi rha he face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic,sarcastic,yes,27.13
na ka pyar zyada bhari tha ent se,non-sarcastic,sarcastic,no,100.0
तुझ्या आईची गांड रंडी साली झवाडी face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy ....,sarcastic,sarcastic,yes,15.38
jay shree ram triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag triangular_flag,non-sarcastic,non-sarcastic,no,11.11
Eat fivestar do nothing cross_mark dew mountain,non-sarcastic,sarcastic,yes,0.0
Hasee toh bhi nahi phasee. #UpcomingSequels,sarcastic,sarcastic,no,56.25
tuma rukee hai tumako jaya shree raama banoge triangular_flag triangular_flag triangular_flag,non-sarcastic,sarcastic,no,64.0
Brazilian ledies ko 7 Hindu ne rape Kiya pleading_face pleading_face pleading_face pleading_face pleading_face pleading_face pleading_face pleading_face,sarcastic,sarcastic,no,8.0
aare lavadyaa doghaannaa maaruna pana aajuna tujhaa maaja kamee naahee jhaalaa kaa bhaadakhaaoo,sarcastic,sarcastic,no,94.29
49 missed call from marvel face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic,sarcastic,yes,0.0
Ab bhejo Paisa khtakht khtakht face_with_hand_over_mouth face_with_tears_of_joy rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,non-sarcastic,sarcastic,yes,13.83
yeh rathee khud ko samjhta kya hai,non-sarcastic,sarcastic,no,100.0
Ek bhadwa desh ke bahar baith ke enko chutiya bnaa sakta hai rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,sarcastic,sarcastic,no,43.4
"@Ankit finally ghar ka Wi-Fi sahi chal raha hai, thanks for the jugaad bro!🙏 #InternetLife",non_sarcastic,non-sarcastic,yes,40.0
15Lakh Ke Jumle Ka to Bol Godi Media face_with_tears_of_joy,sarcastic,sarcastic,yes,33.33
Heart touching video cross_mark_button gravity ki ma MKC check_mark_button,non-sarcastic,sarcastic,yes,9.52
meri ap sbse req hi ki is video ko sabhi log ek sath share kre,non-sarcastic,non-sarcastic,no,81.82
Do nathing dar ki mkc face_with_tears_of_joy,non-sarcastic,sarcastic,yes,16.67
Mai bhi lullah ka face reveal karunga.. face_with_tears_of_joy face_with_tears_of_joy,sarcastic,sarcastic,yes,17.65
Aurato k khate me cross_mark muslim aurato k khate me check_mark_button,non-sarcastic,sarcastic,yes,56.0
Lo maze ab dedo pr vote enraged_face enraged_face enraged_face enraged_face face_with_tears_of_joy,sarcastic,sarcastic,yes,17.95
bhagwan he saza dega… ap log ko bharosa hai bhagwan par… phir yahi or chor do,sarcastic,sarcastic,no,93.55
chutiya rider hai bahan chod aapne bap se bhi aise bat karta hai ghar mein,non-sarcastic,sarcastic,no,95.83
Ye polo ke upar Pani peene ka natija hai.... face_with_tears_of_joy face_with_tears_of_joy,sarcastic,sarcastic,yes,33.33
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy fir behn hi q bolnA enraged_face,sarcastic,sarcastic,yes,17.39
Gravity nam ki bhi koi cheez hoti h grinning_face_with_sweat,non-sarcastic,sarcastic,yes,47.83
Jin logo ne congress ko vote diya be like:- Gaddari karbe tori mai ke face_with_tears_of_joy face_with_tears_of_joy rolling_on_the_floor_laughing,sarcastic,sarcastic,yes,27.27
red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart red_heart,non-sarcastic,non-sarcastic,no,0.0
Mot ki maa ki c**t face_with_tears_of_joy,non-sarcastic,sarcastic,yes,21.05
Ek bar bolo jai Shree raam raising_hands red_heart,non-sarcastic,non-sarcastic,no,62.5
Eat 5star do nothing cross_mark mountain Dew dar ki maki chuth check_mark_button,sarcastic,sarcastic,yes,30.43
Chup supnekha Rakskhni face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,sarcastic,yes,11.9
eesee ko bulao vote dene ke liye,sarcastic,sarcastic,no,90.91
Proud to be sanatan dharm check_mark_button triangular_flag,non-sarcastic,non-sarcastic,no,0.0
nulla ji ab kux nh milega kiya do or bhikariyo ko,sarcastic,sarcastic,no,100.0
"isko sahi or kadak saman chaiyye nil nahi raha is liye ... aaisa kar rahi hai ,",non-sarcastic,sarcastic,no,86.21
triangular_flag triangular_flag triangular_flag triangular_flag hundred_points face_holding_back_tears,non-sarcastic,sarcastic,no,0.0
galat kiya gareeb ke sath crying_face,non-sarcastic,sarcastic,yes,64.29
"Aap se ye hi ummed he, desh ko loota our lootwao. Wah re tumhari niyet. Ye poorana shook he.",sarcastic,sarcastic,no,69.44
Chutiya tumhe rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,non-sarcastic,sarcastic,no,13.04
5 star only dew°° fire fire fire,non-sarcastic,non-sarcastic,no,0.0
"aabe laundbhakt, 2000 rupiya aur 1lakh mai difference pata hai? karnataka vs eendia ka total population ko 1 lakh denese total kitna hota hai pata hai? total utna hota hai jitna eendia ka total networth nahi hai.",sarcastic,sarcastic,no,69.35
aaaj pata chala newtan ne kyu susait kiya.....aj kuch nahi bolunga slightly_smiling_face,sarcastic,sarcastic,yes,59.38
Pese ke liye face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy marwloo,sarcastic,sarcastic,yes,10.81
Newton crying in corner face_with_tears_of_joy RİP Gravity face_with_tears_of_joy,sarcastic,sarcastic,yes,0.0
Abe lannd fakir ye kya hai or tu ky bol raha hai chutmanike face_with_steam_from_nose lavdi media bc,sarcastic,sarcastic,yes,57.58
ees bare mai secular logo ka kya kahena hai...,non-sarcastic,sarcastic,no,73.33
कितनी संस्कारी लड़की है rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,sarcastic,sarcastic,no,0.0
aankit lol ne aarnab ko nodi ka kutta bola . sham ko maza,sarcastic,sarcastic,no,80.95
nasjid gyi h choti bat h kya gham ni hoga kya crying_face crying_face,non-sarcastic,sarcastic,yes,55.17
nountain dew- dar ki ma ki chut moai,non_sarcastic,sarcastic,no,57.14
डोक्यावर पडलेल्या मुली face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,sarcastic,yes,2.27
tatti ko gali do khul ke,sarcastic,sarcastic,no,100.0
"congress sarkar jeetegi too milega, jeeti hi nahi enraged_face",sarcastic,sarcastic,no,59.09
Mountain dew cross_mark Darr ki maa ki chut check_mark_button face_with_tears_of_joy,non-sarcastic,sarcastic,yes,23.33
"Itna to Google ke pass bhi data nhi hai, dhruv rathi ko bolo red_heart da chatna band kare",sarcastic,sarcastic,no,65.52
tabhi to 400 seats chahiye thi...lekin hindu tk hamesha jat me bantkar reh gaye....,sarcastic,sarcastic,no,74.29
Thii hii kab rolling_on_the_floor_laughing rolling_on_the_floor_laughing bahen logo ki jamin lutne ki aadat hai tume tho rolling_on_the_floor_laughing,sarcastic,sarcastic,no,41.18
"too aani tujhee poorna pha.cmila dhaandyaa vaalee aale ,,, bhadakhaaoo tujhee laayakee aahe kaa raamaa baddala bolaayachee too maajhyaa samora ye phakta maga bagha tujhyaa gaandita kasaa paaya ghaalato",non-sarcastic,sarcastic,no,94.74
aandhbhakt pagal hogaya hai fire gayee iski,non-sarcastic,sarcastic,no,92.86
Inko to gand me L DALO SALO KE,sarcastic,sarcastic,no,100.0
"Street ka golgappa khaaya, pet mein dhamaka, bhenchod hygiene! 🤢",sarcastic,sarcastic,yes,68.18
Yogi ji bali pehante hai thinking_face thinking_face face_with_peeking_eye,non-sarcastic,sarcastic,yes,37.5
sab ek hi jaisi lagti hain ab to. jaye to kaha jaye.,sarcastic,sarcastic,no,90.0
Those f_ckers are destroying Canada and Indian flag crying_face,non-sarcastic,sarcastic,yes,0.0
Bs dede nhi to ro dunga mai loudly_crying_face,non-sarcastic,sarcastic,yes,55.0
nusalman neheru ki aamma ke najayaz pati the or neheru ki najayaz pitha hai,sarcastic,sarcastic,no,65.38
Sitting Chief minister ki baat chl rhi hai… tbb wo chief minister nhi tha,non-sarcastic,sarcastic,no,61.9
Bacha Allah ki den hai or berozgari Modi ki den hai clown_face clown_face,sarcastic,sarcastic,no,34.62
sastee pablisitee ke liye ye 2 takke ke youtuber kucha bhee karate hai| aura aba yahaa.n middle class vaalaa j~naana de rahaa hai|,sarcastic,sarcastic,no,77.78
tumhari man bahan hai is tiranga ki vajah jinda hai nahin to kote per baithi hui thi kothe per,sarcastic,sarcastic,no,96.43
Ab yeh bade bade neta loog ko condum pahenaigi face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic,sarcastic,yes,31.37
Kya mst mal he face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy tabhi to me sochu ye phate condom ke natije ese kyu hote he face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic,sarcastic,yes,21.36
"Ladke Gali de ke bakchodi kre to ladke badnam nhi hote, gjb chomu log ho bhai log, tum sb ke 4, 4 Dande baja degi tb sukoon milegi face_with_tears_of_joy",non-sarcastic,sarcastic,yes,75.0
rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing kya baat h khud ki insult,sarcastic,sarcastic,no,10.0
garv se kaho tum hizde ho,sarcastic,sarcastic,no,80.0
Tula kashala tya topic vr video banvaychi hoti chutiya !!! face_with_tears_of_joy ....Ata police tuzya ढुंगणावर निबंध लिहणार . face_with_tears_of_joy face_with_tears_of_joy,sarcastic,sarcastic,yes,22.08
ajkal hum khud hi ghum rehte hai.. ladki chhod ke chali gayee. dil hi toot k reh gaya hai,non_sarcastic,non-sarcastic,no,91.18
wo to malyali hai,non_sarcastic,non-sarcastic,no,66.67
Mountain dew cross_mark cross_mark rajnigandha check_mark_button check_mark_button,non-sarcastic,sarcastic,yes,0.0
ध्रुव तुझे अकल नाम की चीज है या नही squinting_face_with_tongue squinting_face_with_tongue squinting_face_with_tongue कितना चाटोगे काँग्रेस की,sarcastic,sarcastic,yes,8.47
sale sardar ji logo ke nam par kalank h asli sardar ji kavi bhi apne eendia ko apne mathe se lagata h n ki apne pero ke niche jai hind ki sena,non-sarcastic,sarcastic,no,100.0
jaise 370 hata diya waise ye bhi hat jayega dosto . nodiji jindabad.,sarcastic,sarcastic,no,88.0
aayodhya bale tu ple se dogle h,non-sarcastic,sarcastic,no,92.31
Congress 60 saal se yahi to kar rha h face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic,sarcastic,yes,12.82
Apke Marne se pehele wapis bna denge babri masjid inshaallah palms_up_together,sarcastic,sarcastic,no,73.08
Dhruv rathee fire hits BJP very hard crying_face,non-sarcastic,sarcastic,yes,5.88
nodi ji ke 3rd trum me waqf ki ram nam satya hain ho jayega,sarcastic,sarcastic,no,77.27
Sudhanshu sir vs dhruv rathee needed !,non-sarcastic,non-sarcastic,no,0.0
"tere dimaaga kaa ilaaja karavaa, tujhe to kucha bhee pataa naheen aadidharma ke baare men| kitanee ghatiyaa tippanee karate hue tujhe sharma naheen aayee| teree maa.n devadaasee hogee maanataa hoo.n| main maanataa hoo.n tumhaaree maa.n kaa balaatkaara braahmanon ne kiyaa hogaa aura usee balaatkaara se tumhaaraa janma huaa| lekina usakaa badalaa lene ke lie aisee tippanee karanaa theeka naheen| jhootha phailaane se tuma jeeta naheen sakate| neecha jaati ke ho yaha tumhaaraa bhaagya hai| dimaagee neecha ho yaha durbhaagyapoorna hai|",non-sarcastic,sarcastic,no,88.5
DAR KI MA* KI CH**T face_with_tears_of_joy,non-sarcastic,sarcastic,yes,34.78
tu apni bhai ne ek bari mein bhej dekh teri amma na chodo tum per gai hai,non-sarcastic,sarcastic,no,100.0
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,sarcastic,yes,0.0
Yah pappu Kabhi Nahin sudharne wala hai face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,sarcastic,yes,10.64
ek aur jumla jo headline ban gaya,sarcastic,sarcastic,no,77.78
50 present or hone do in mullo ko .tabhi to ye bas bacche peda karte hai kyuki apni population bdane ke liye,sarcastic,sarcastic,no,81.82
Mountain dew cross_mark Desi paua check_mark_button,non-sarcastic,sarcastic,yes,25.0
this is wrong m a sikh indian sikh dont do plz,non-sarcastic,non-sarcastic,no,0.0
Rathee ki gaand me ladhi clown_face,sarcastic,sarcastic,no,61.54
Hume nahi dikhai deti babari masjid kaha pe hai chand pe rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,sarcastic,sarcastic,no,31.91
Bharat mata ki Jay Ho India India India cross_mark cross_mark enraged_face enraged_face,non-sarcastic,sarcastic,yes,15.38
cheapest nahi pucha. Best pucha hai.,sarcastic,sarcastic,no,50.0
Admin ko galiya for uneducated without knowing anything,sarcastic,sarcastic,no,25.0
hhaha galt ky hai es me tum logo ap e bahi se sadi krti to ho us ne sahi bola,sarcastic,sarcastic,yes,100.0
R word in my mind face_with_open_mouth,non-sarcastic,sarcastic,yes,0.0
ye bhi hat jayga dekhte jao,sarcastic,sarcastic,no,100.0
Dhruv rathee cross_mark Congress ki chamcha face_with_tears_of_joy,non-sarcastic,sarcastic,yes,16.67
Elvish Yadav ke time bheed ko dekh kar isko koi problem nhi hui hogi face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic,sarcastic,yes,29.82
aallahh ki nam pai randikhana chala raka hai,sarcastic,sarcastic,no,100.0
aagar iske bap ne condom lgaya hota to aj ye ynha nhi hoti,sarcastic,sarcastic,no,91.3
Same ask pakisthan Muslims who killed crores of hindus now the condition of hindus,non-sarcastic,sarcastic,no,0.0
Uniform civil code is the only key to remove all the unnecessary laws acts and unwanted institutions,non-sarcastic,non-sarcastic,no,0.0
Heart touching video cross_mark kidney touching video check_mark,sarcastic,sarcastic,yes,0.0
thodi si sharm hai to kar lo abhi congress jiti hai aur agale mahine apka apna paisa mil jaega matlab se vote mat dalo itne din do-do hajar rupaye jo diye use waqt koi nahin chala chala kar nahin kaha abhi aallah bol kar abhi aur usmein bhi nahin hua ap log pahunch gaye apna paisa vasul karne ke liye agale mahine per jaega rahul hai vah dhokha nahin dega nodi nahin hai jo dhokha dega,sarcastic,sarcastic,no,92.42
dhikar he esi sarkar par jo iska kuch nahi kar pa rhi he,non-sarcastic,sarcastic,no,100.0
lady don nhi judiciary ki den h iski akad,non-sarcastic,sarcastic,no,71.43
Katvi .. rolling_on_the_floor_laughing rolling_on_the_floor_laughing logo ka kat laga doobara face_with_tears_of_joy face_with_tears_of_joy,non-sarcastic,sarcastic,yes,13.21
"This guy is living proof of Truth is not important, what people believe is important",non-sarcastic,sarcastic,no,0.0
garva se kaho hama hindoo hain raising_hands triangular_flag triangular_flag triangular_flag,non-sarcastic,non-sarcastic,no,47.83
"tuje badi jalan ho rahi #trump se "" aja main or tu ek photu khichwate ... ethasik hogi "" #nonalisa k bad ...",sarcastic,sarcastic,no,66.67
betaa tumhaare bhagavaana kee sephtee bhee to jarooree hai,non-sarcastic,sarcastic,no,100.0
Pelvish k wqt kha the jb cm bhi meetup m gya tha face_with_tears_of_joy,sarcastic,sarcastic,yes,37.5
rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing Modi jindabad rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing Jay shree Ram face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,sarcastic,sarcastic,yes,2.26
Hat jatu rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,non-sarcastic,sarcastic,no,4.11
tatoo too acha banya lakin voo tatoo dekha gha kaha pura too kapda ma dhak jayagha,non-sarcastic,sarcastic,no,100.0
chacha aur apka pair niche ho jata to ap kidhar rahte hain re train kidhar rahti hai,sarcastic,sarcastic,no,88.89
Rand sali kutri pile_of_poo pile_of_poo dog_face dog_face dog_face,non-sarcastic,sarcastic,no,7.14
aaisay thorina hota hai,non_sarcastic,sarcastic,no,100.0
"Yeh modi ne paise de kar aurato ko beja hai rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing Etna koi bevkuf nahi hota, Rahul Gandhi ne bola tha PM banne k baad paise ayege check_mark_button chuttiyo asi news dikhane walo",sarcastic,sarcastic,no,50.57
oos tutiye ko kya malum virodhi party ke log ram bhagt nhi ho skte kbhi,sarcastic,sarcastic,no,85.71
aab pkdle kisi ek builder ko rolling_on_the_floor_laughing,sarcastic,sarcastic,no,30.0
1500 years old temple is property of 1300 year old Islamic Waqf Board face_with_tears_of_joy,sarcastic,sarcastic,yes,0.0
